
qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_{s14}|{s14}
qstr_Your_messenger_has_l|당신의 전령이 임무에 실패했습니다.
qstr_Your_soldiers_patrolli|{s6}를 순찰하던 당신의 순찰대가 유지비 부족으로 해산되었습니다!
qstr_It_is_rumoured_that_| {s11}에서 스파이가 잡혔다는 소문이 들립니다.
qstr_Your_last_fief_was_c|당신의 영지가 점령당하여 국고의 3분의 2를 빼앗겼습니다.
qstr_The_Library_improved|도서관은 당신의 평판을 올려줍니다.
qstr_Merchants_guild_add_|상인길드는 도시의 부를 증가시켜 줍니다.
qstr_During_today_s_train|오늘의 훈련 도중, 당신은 사고로 부상을 입었다. 부상이 심하지는 않지만, 치료하는데에 시간이 필요할 것입니다.
qstr_Training_accident:|훈련 사고:
qstr_Today_you_awoke_with|오늘, 당신은 일어나자 마자 끔찍한 치통을 앓습니다.
qstr_Toothache:|치통:
qstr_You_slipped_on_wet_g|당신은 미끄러운 바닥에서 넘어져 부상당했습니다.
qstr_Injured.|부상당함.
qstr_You_happen_across_an|(여행 중) 당신은 버려진 집을 발견합니다. 당신은 그곳에서 몇 가지 물품을 발견합니다.
qstr_Abandoned_house.|버려진 집.
qstr_The_adventure_life_i|모험 도중, 야전을 겪으면서 스스로가 좀더 강해졌음을 느끼고 어떠한 도전에도 대면할 수 있음을 알게 되었습니다.
qstr_Heal_improved:|치료 향상:
qstr_Whilst_clambering_in|당신은 운이 좋게 수풀 뒤에 숨겨진 작은 가방을 발견합니다. 가방에는 300실버가 들어있었습니다.
qstr_Found_Gold_bag:|돈 가방 발견:
qstr_You_see_a_small_shin|잠깐의 휴식을 취하는 동안 당신은 땅에 반짝이는 것을 발견하였습니다. 당신은 자세히 보니까 돈이 묻혀있는 것 같다고 판단하였습니다. 불행하게도 전혀 쓸모가 없는 녹슨 금속 조각일 뿐이었습니다.
qstr_Found_some_crap:|잡동사니를 발견:
qstr_Your_water_reserves_|저수지가 오염되어 다음 마을에 도착할 때 까지 물을 배급해야 합니다.
qstr_Water_Reserves_conta|저수지가 오염됨.
qstr_Ditched_in_a_field_w|당신의 부대는 우연히 벌꿀 술이 가득담긴 버려진 마차를 발견합니다. 당신은 당신의 부하들에게 가지라고 했습니다.
qstr_Wagon_of_Mead.|벌꿀 술이 담긴 마차.
qstr_Loyalist_supporters_|인근 마을의 당신의 지지자들이 당신의 부대를 위한 식량을 모아왔습니다.
qstr_Bounty_of_food.|식량을 받음.
qstr_You_find_a_group_of_|당신은 최근 전투에서 사망한 듯한 시체를 발견합니다. 시체를 뒤져 당신은 200실버을 발견합니다.
qstr_Minor_accident:|작은 사건:
qstr_The_defected_kingdom|멸망한 왕국에서 별다른 반란의 조짐이나 계획이 보이지는 않는 것 같습니다.
qstr__Possible_Rebellion_|(폭동 조장) {s14}가 아직 살아있다는 소문
qstr__Possible_Rebellion__|(폭동 조장) {s14}가 정정하다는 소문
qstr__Possible_Rebellion__R|(폭동 조장) {s14}가 복귀하는 것을 주민들이 희망한다는 소문.
qstr__Possible_Rebellion__Ru|(폭동 조장) {s14}가 그의 왕국을 되찾기 위해 군대를 일으킨다는 소문.
qstr__Possible_Rebellion__Rum|(폭동 조장) {s14}가 자신을 도울 충신들을 모으고 있다는 소문.
qstr_You_caught_some_fish|물고기를 잡았습니다.
qstr_Due_to_insufficient_|둘 곳이 마땅치 않아 고기를 바다로 풀어줍니다.
qstr_All_you_caught_were_|약간의 미역을 건져냈습니다.
qstr_Your_mercenary_capta|정보: 당신의 용병대장이 부대의 빠른 진군을 위해 이송중이던 죄수를 처리했습니다.
qstr_{s21}_the_King_of_th|칠왕국의 왕 {s21}이(가) 당신의 초대를 거절한 것에 대해 당신은 모욕을 느꼈습니다.
qstr_{s21}_is_insulted_by|{s21}이(가) 당신의 초대를 거절한 것에 대해 당신은 모욕을 느꼈습니다.
qstr_The_tournament_in_{s|{s31}의 토너먼트가 종료되었습니다.
qstr_Quest_ended_due_to_{|{s31}와 관계가 적대적이되어 퀘스트가 종료되었습니다.
qstr_A_raven_has_delivere|까마귀가 메시지를 전했습니다.
qstr_Rumour_of_the_Road|도로에서의 소문
qstr_Maesters_in_various_|큰 도시에 있는 마에스터들은 비용을 받고 당신의 상처를 치료할 수 있으며, 그럴 경우 이후 몇일 안에 상처는 치유되고, 상처에 따른 페널티도 사라질 것입니다.
qstr_You_are_wounded|당신은 상처를 입었습니다.
qstr_{s1}You_have_only_on|{s1}당신은 {reg7}을(를) 치료할 수 있는 기간이 단 하루 남았습니다. 빨리 큰 도시에 있는 마에스터에게 방문해 치료를 받으세요.^^
qstr_{s1}{reg7}_of_your_i|{s1}{reg7}을(를) 치료하지 않았기 때문에, 영구적인 흉터로 남을 수 있습니다.^^
qstr_{s1}{reg7}_of_your_w|{s1}{reg7}은(는) 치료되었고, 더 이상 능력치에 제약을 주지 않을 것입니다.
qstr_Wound_Report|부상 보고서
qstr_A_ship_has_been_buil|{s0}에서 당신이 건조를 주문한 선박이 완성되었습니다.
qstr_Ship_finished|선박 완성
qstr_There_are_too_many_m|당신의 은신처에 너무 많은 병력이 주둔해 있습니다, 그들은 불행해하고 굶주리고 있습니다!
qstr_Settlement_Garrison|은신처 주둔병
qstr_You_receive_a_raven_|{s1}의 트레이너가 작업을 완료했다는 내용의 까마귀을 받았습니다.
qstr_{s0}_has_recovered_f|{s0}은(는) 습격 뒤의 폐허에서 다시 재건되었습니다.
qstr_Ser_Janis_Lyren_has_|제니스 리렌 경이 당신의 부대에 합류했습니다.
qstr_You_are_near_to_the_|당신은 적 영토를 지나고 있습니다, 부대의 행군속도가 크게 줄어듭니다!
qstr_Whilst_travelling_in|북쪽으로 행군하는 동안에 추위가 더욱 높아진다. 결과적으로 너희들의 사람들은 더 많은 식량을 소비할 것이다.
qstr_Whilst_in_the_most_n|웨스테로스의 북부 지역에 있는 동안에는, 피부를 통해 추위를 느낄 수 있습니다. 그것은 여러분 몸의 털을 눈에 띄게 해 줍니다.
qstr_You_can_feel_the_bea|웨스테로스의 가장 뜨거운 지역을 여행하는 동안 태양으로부터 오는 뜨거운 열기를 느낄 수 있다.
qstr_Checking_rejoin_of_{|임무에서 {s10}일 후 재합류: {reg0}
qstr_The_released_prisone|석방된 포로들은 믿을 수 없는 족속들이었고 그들은 당신을 공격할 준비를 합니다!
qstr_The_released_prisoner|석방된 포로들은 전투가 끝나자마자 흩어져 버렸습니다. 그들을 다시 볼 일은 없을 것입니다.
qstr_Notice!|알림!
qstr_The_released_prisoners|석방된 포로들이 당신의 부대에 합류했습니다.
qstr_You_have_{reg0}_days_|당신은 탈영병으로 선포 될 때까지 {reg0}일 남았습니다!
qstr_You_have_now_been_de|당신은 탈영병으로 선포되었습니다!
qstr_Your_troops_feel_ref|당신의 병력은 밤에 휴식을 취한 뒤, 상쾌한 기분으로 아침을 맞이할 수 있었습니다.
qstr_Your_men_need_rest_o|당신의 병력들은 휴식을 필요로 하고, 하지 않는다면 그들의 사기가 저하될 것입니다.
qstr_Your_men_urgently_ne|당신의 병력들은 긴급히 휴식을 취하지 않으면 그들의 사기가 저하될 것입니다.
qstr_You_must_visit_your_|아기가 태어났습니다, 당신은 배우자를 방문해야 합니다. 
qstr_Your_baby_has_grown_|당신의 아이가 이제 어린 소년로 성장했네요.
qstr_Your_baby_has_grown_i|당신의 아이가 이제 어린 소녀로 성장했네요.
qstr_Your_child_has_grown|당신의 아이가 이제 성인으로 성장했네요.
qstr_Your_child_has_grown_|당신의 아이가 이제 성인으로 성장했네요.
qstr_Your_son_has_joined_|당신의 아들이 부대에 합류했습니다.
qstr_Your_daughter_has_jo|당신의 딸이 부대에 합류했습니다.
qstr_Foragers|약탈자
qstr_Scouts|정찰병
qstr_{reg65?my_Lady:my_Lo|{reg65?부인:경}
qstr_{reg65?My_Lady:My_Lo|{reg65?부인:경}
qstr_{reg65?madame:ser}|{reg65?부인:선생}
qstr_{reg65?Madame:Ser}|{reg65?부인:선생}
qstr_Dire_Wolf|다이어 울프
qstr_Welcome_{reg59?lady:|환영하오, {reg59?부인:경} 나는 이 곳의 조선공이오.
qstr_Welcome_{reg59?lady:l환영하오, {playername} {reg59?부인:경}.
qstr_Welcome_{reg59?madam|환영하오, {reg59?부인:선생}.
qstr_Welcome.|환영하오.
qstr_Your_ship_is_in_a_ba|당신의 선박의 상태가 좋지 않다. 당신은 조선소를 방문해 선박의 수리를 고려해야만 할 것입니다.
qstr_The_{s7}_is_the_most|{s7}은(는) 내가 본 선박들 중 가장 영광스러운 선박이오. 나는 {reg59?부인:경}이 주문을 받아서, 이 선박을 만들 수 있었습니다는 사실을 영광스럽게 생각할 것이오.
qstr_Your_ship_is_of_poor|당신의 선박은 품질이 좋지 않소. 나에게 들려 더 좋은 선박을 구입하는 것을 고려해볼 수도 있을 것이오.
qstr_That_s_a_decent_ship|그건 당신에게 괜찮은 배일 것이오.
qstr_Your_ship_the_{s7}_i|당신의 배인 {s7}은(는) 정말 놀라운 선박이오, 만약 당신이 원한다면 내 도제들이 당신의 선박에 도장을 해줄 수도 있소.
qstr_The_{s7}_is_a_wonder|{s7}은(는) 정말 아름다운 선박이오. 나는 그 선박을 내 항구에서 바라볼 수 있다는 사실이 너무나도 행복하오.
qstr_{s2}_{s3}|{s2} {s3}
qstr_You_are_already_in_{|당신은 이미 {s1}에 있습니다.
qstr__and_your_troops| 와(과) 당신의 부대
qstr_There_is_a_ship_that|당신은 {reg1} 실버를 낸다면 {s1}의 항구로 {s3}을(를) 가져올 수 있소.
qstr_I_changed_my_mind.|내 마음이 바뀌었소.
qstr_For_a_ship_of_this_s|이 크기의 배를 건조하기 위해서는, 한 상자의 타르, 목재, 그리고 양모가 필요하오. 그래서 당신은 이러한 물건들을 전부 가지고 와야 할 것이오.
qstr__Relation:_{reg0}| 관계도: {reg0}
qstr_{s12}I_want_to_plund|{s12}나는 나 자신의 생업과 {s1}을(를) 유지하기를 원하오. {s2}
qstr__no_fiefs_|(영지가 없습니다.)
qstr__fiefs:_{s0}_|(영지: {s0})
qstr_Lord_Varys_requires_|바리스 경께서 도른의 {s22}에 있는 스파이와 접선해달라고 요청했습니다. 암호를 교환 한 후 스파이는 가능한 빨리 바리스 경에게 돌아갈 암호 메시지를 제공합니다.
qstr_Lord_Varys_asked_you|바리스 경이 당신에게 킹스 랜딩을 떠날 스파이를 따라가 달라고 했습니다. 당신은 스파이가 여행 중 당신을 알아채지 못하도록 조심해야하며, 그렇지 않으면 그는 의심스러움을 느끼고 돌아갈 것입니다. 스파이가 공범을 만나면, 그들을 기습하고 잡아서 밀고자의 대가에게 데려가야 합니다. 그 과정에서 그들을 죽이지 않도록 조심하십시오.
qstr_Lord_Varys_has_reque|바리스 경께서 당신에게 {s15}마을에 은신해 있는 방랑 기사들을 없앤 후 보고해 달라고 요청했습니다.
qstr_Lord_Varys_has_reques|바리스 경께서 당신에게 12 명의 숙련된 브라보스 병사를 양성해 자신에게 데려오기를 요청했습니다. 몇명은 주점에서 찾을 수 있습니다.
qstr_Lord_Varys_has_request|바리스 경은 비센야의 언덕 정상에서 바엘로르의 대셉트를 만날 것을 요청했습니다.
qstr_Lord_Varys_has_asked|바리스 경은 엘라리아 샌드에게 메시지를 전해달라고 요청하셨습니다. 바리스 경은 그녀를 {s23}에서 찾을 수 있다고 하였습니다.
qstr_Quest_updated:_The_M|퀘스트 업데이트 : 메시지
qstr_Lord_Varys_has_asked_|바리스 경은 도른의 실질적인 통치자인 도란 마르텔 대공에게 메시지를 전달하라고 요청했습니다. 바리스 경은 그를 {s23}에서 찾을 수 있다고 하였습니다.
qstr_You_have_paid_9000_S|당신은 9,000 실버를 지불했다.
qstr_You_ve_received_9_po|당신은 9개의 와일드파이어를 받았다.
qstr_You_have_paid_5000_s|당신은 바르티무스 경에게 5,000 실버를 지불했습니다.
qstr_You_have_received_10|당신은 화이트 하버 기사 10명을 받았습니다.
qstr_You_have_paid_6000_s|당신은 보티머 크레인 경에게 6,000 실버를 지불했습니다.
qstr_You_have_received_10_|당신은 티렐 가문의 근위병 10 명을 받았습니다.
qstr_You_have_paid_6000_si|당신은 6,000 실버를 지불했습니다.
qstr_You_have_received_9_|당신은 여왕의 부하들 9 명을 받았습니다.
qstr_You_have_paid_10000_|당신은 10,000 실버를 지불했습니다.
qstr_A_Faceless_Man_has_j|얼굴 없는 자들이 당신의 부대에 합류했습니다.
qstr_You_have_paid_5000_si|당신은 5,000 실버를 지불했습니다.
qstr_You_have_received_10_K|당신은 크라켄 경비병 10 명을 받았습니다.
qstr_15_Gold_cloaks_have_|15 명의의 황금 망토단(Gold Cloaks)가 은신처에 합류하였습니다.
qstr_You_have_paid_5000_sil|강철 정강이에게 5,000 실버를 지불했습니다.
qstr_You_have_received_40|당신은 볼튼 가문 소집병을 40 명을 받았습니다.
qstr_You_have_paid_5000_silv|로드릭 카셀 경에게 5,000 실버를 지불했습니다.
qstr_You_have_received_40_|You 당신은 스타크 가문 소집병을 40 명을 받았습니다.
qstr_You_have_paid_5000_silve|크레간 카스타크 경에게 5,000 실버를 지불했습니다.
qstr_You_have_received_40_K|당신은 카스타크 가문 소집병을 40 명을 받았습니다.
qstr_You_have_paid_5000_silver|프랭클린 프레이 경에게 5,000 실버를 지불했습니다.
qstr_You_have_received_40_F|당신은 프레이 가문 소집병을 40 명을 받았습니다.
qstr_You_have_paid_5000_silver_|베네딕트 브룸 경에게 5,000 실버를 지불했습니다.
qstr_You_have_received_40_L|당신은 라니스터 가문 소집병을 40 명을 받았습니다.
qstr_Ser_Janis_Lyren_has_a|제니스 리렌 경이 당신에게 에소스에 있는 그의 선조의 고향을 되찾는 것을 도와 달라고 부탁했습니다. 그는 그곳을 재건하기 위해서는 적어도 50명의 남자들과 10,000개의 실버가 필요할 것이라고 말한다. 성 근처에서 노예와 해적들을 조심하십시오.
qstr_You_have_now_learnt_|당신은 이제 읽는 법을 배웠습니다.
qstr_You_have_paid_2500_s|수련자 몰랜더에게 2,500 실버를 지불했습니다..
qstr_It_s_the_infamous_cr|악명높은 {playername}로군. 제군들, 우리는 지금부터 이 악당을 체포한다, 전투를 준비하라.
qstr_Foolish_of_you_to_ge|멍청한 짓을 해대는 네놈을 처단하러 왔다, {playername}. 이제 내 친구들이 험악하게 놀아볼 시간이군.
qstr_Hands_up!__We_re_goi|손들어! 우리는 널 체포하러 왔다, {playername}... 죽거나 살거나!
qstr_It_s_your_money_or_y|돈을 내놓던가 아니면 목숨을 내놓던가, {친구/아가씨}. 허튼짓만 않는다면 우린 별 탈 없이 보내줄 수 있어.
qstr_Lucky_for_you_you_ve|넌 운이 좋은 거야. 좋은 분위기에 방문했으니. 자 어서 우리에게 네가 가진 돈을 넘기라고, 그럼 우리가 널 살려줄지도 모르니.
qstr_This_a_robbery_eh?_I|보시다시피 우린 강도야, 응? 한번만 기회를 줄 테니 손 올리고 가지고 있는 모든 것을 주라구. 그렇지 않으면 나와 내 친구들이 널 죽일지도 몰라. 알아들었어?
qstr_big|큰
qstr_medium_sized|중간 크기
qstr_small|작은
qstr_don_t_|아닌 
qstr_You_have_successfull|당신은 다그머와 성공적으로 합의했습니다. 선술집으로 돌아가서 로리에게 좋은 소식을 전해주어야합니다.
qstr_Rory_has_asked_you_t|로리가 당신에게 아버 주위에 문제를 일으키는 강철 군도인 습격자들을 처리해 달라고 했습니다. 어떻게 문제를 해결할 것인가는 당신에게 달렸습니다. 당신이 성공하면 그는 보상을 약속했습니다.
