dlga_start:close_window.1|{s3}
dlga_ranger_master_talk:close_window.1|As the owner of this town, I don't mind you staying here, but I no longer want you to reinforce my garrison with your mercenaries.
dlga_start:ataman_talk_1| Congratulations, {playername}! We dealt with the rebels. And I already settled all the matters with the lord's treasurer, so I will stay here, in the town. 
dlga_ataman_talk_1:ataman_talk_2|I'm glad to hear it.
dlga_ataman_talk_2:ataman_talk_3|People in the tavern are talking that the rebels had a cache somewhere, probably a chest. If you are lucky, try to find it before lord's people do.
dlga_ataman_talk_3:ataman_talk_4|Thank you for telling me! I'll give it a try.
dlga_ataman_talk_4:close_window|Pay me a visit from time to time when you pass by. I'm sure I will be able to find a couple of my guys for you to recruit if you need them.
dlga_start:ranger_master_talk|Hello again, {playername}.
dlga_ranger_master_talk:ranger_master_hire_male|I'd like to hire some mercenaries.
dlga_ranger_master_hire_male:ranger_master_hire|I have {reg1?{reg1}:none} mercenaries  available for hire at the moment. {reg1?Each mercenary costs 400 aurums to hire. How many do you want to hire?:}
dlga_ranger_master_hire:ranger_master_hire_done|{reg0}
dlga_ranger_master_hire:ranger_master_hire_done.1|Nevermind then.
dlga_ranger_master_hire_done:close_window|Goodbye. Come back next time for more!
dlga_ranger_master_talk:merc_recruiter_gossip|What are the news around here?
dlga_merc_recruiter_gossip:gossip_nibor_1|Travelling merchants reported that Nibor Hood's party occupied one of local villages.The offer 30000 aurums to the one who will eliminate these bandits. Are you interested?
dlga_gossip_nibor_1:close_window|No, not really.
dlga_gossip_nibor_1:gossip_nibor_2|30000 aurums? Sounds good. So where is the village?
dlga_gossip_nibor_2:close_window|It is {s10} not far from here.  I will also send several troops with you, and my part of the reward will be 5000 aurums.
dlga_merc_recruiter_gossip:close_window|It's nothing.
dlga_start:merc_recruiter_failed_nibor|I failed the quest.
dlga_merc_recruiter_failed_nibor:close_window|That is a shame. You can come back next time for more quests, however.
dlga_start:merc_recruiter_victory_nibor|Nibor's party in {s3} was defeated.
dlga_merc_recruiter_victory_nibor:close_window|Good work.  That's your reward.
dlga_start:merc_recruiter_failed|I failed the quest.
dlga_merc_recruiter_failed:close_window|That is a shame. You can come back next time for more quests, however.
dlga_start:merc_recruiter_victory|The village {s3} was freed from the nobles.
dlga_merc_recruiter_victory:close_window|Good work.  That's your reward.
dlga_start:merc_recruiter_talk_1|Hello, {reg33?madame:sir}. Are you one of these travelling captains?
dlga_merc_recruiter_talk_1:merc_recruiter_talk_2|Yes, you can say that. And you are...?
dlga_merc_recruiter_talk_2:ranger_master_talk|I am the person in charge of selling Tolranian faction mercenaries.
dlga_merc_recruiter_talk_2:ranger_master_talk.1|I am the person in charge of selling Drachen faction mercenaries.
dlga_merc_recruiter_talk_2:ranger_master_talk.2|I am the person in charge of selling Draharan faction mercenaries.
dlga_merc_recruiter_talk_2:ranger_master_talk.3|I am the person in charge of selling Maccavian faction mercenaries.
dlga_merc_recruiter_talk_2:ranger_master_talk.4|I am the person in charge of selling Elintoran faction mercenaries.
dlga_merc_recruiter_talk_2:ranger_master_talk.5|I am the person in charge of selling Hakkon faction mercenaries.
dlga_merc_recruiter_talk_2:ranger_master_talk.6|I am the person in charge of selling Falcon faction mercenaries.
dlga_merc_recruiter_talk_2:ranger_master_talk.7|I am the person in charge of selling Valahir faction mercenaries.
dlga_merc_recruiter_talk_2:ranger_master_talk.8|I am the person in charge of selling Kaikoth faction mercenaries.
dlga_ranger_master_talk:merc_recruiter_talk_4|A mercenary captain, I see. You look troubled though. Do you need my help with something?
dlga_merc_recruiter_talk_4:merc_recruiter_talk_5|I do, in fact. I have a problem that seems simple but in reality it's not so much. As you probably know, this town is a main base of operations for me and my people. We are allowed to reside here, but in return we have to provide soldiers for the garrison as well as form town patrols.  We guard the nearby territory and also protect local villages.
dlga_merc_recruiter_talk_5:merc_recruiter_talk_6|Just recently a group of nobles went rogue and took a residence in one of nearby villages. They are pillaging the village and robbing passing caravans, so I was given an order to put an end to this.  Defeating them is not really a problem, but if go against these nobles, we will likely have problems with their friends who can make our life in this town insufferable. And if we do not follow the guildmaster's order, he will terminate our contract.
dlga_merc_recruiter_talk_6:merc_recruiter_talk_7|Sounds like you have to cross a river yet stay dry.
dlga_merc_recruiter_talk_7:merc_recruiter_talk_8|Exactly. That's why I'm asking you for help. Do you want to earn 2000 aurums? You beat these nobles, and the money is yours.
dlga_merc_recruiter_talk_8:merc_recruiter_talk_9|I'm sorry, but I'm too busy right now. You will have to find someone else.
dlga_merc_recruiter_talk_8:merc_recruiter_talk_10|Why not? I'm not particularly fond of rampaging nobles.
dlga_merc_recruiter_talk_9:ranger_introduce_1|That's a pity. Then I guess I have to keep looking for a candidate.
dlga_merc_recruiter_talk_10:ranger_introduce_1|Excellent! The nobles reside in {s10}.
dlga_ranger_introduce_1:ranger_introduce_2|What type of mercenaries might I be able to hire?
dlga_ranger_introduce_2:ranger_master_hire_male|I currently have some Tolranian Lancer mercenaries in my service. They are hired for 300 aurums.
dlga_ranger_master_hire_male:ranger_master_hire.1|I have {reg1?{reg1}:none} mercenaries  available for hire at the moment. {reg1?Each mercenary costs 300 aurums to hire. How many do you want to hire?:}
dlga_ranger_master_hire:ranger_master_hire_done.2|Nevermind then.
dlga_ranger_introduce_2:ranger_master_hire_male.1|I currently have some Drachen Lasknetch mercenaries in my service. They are hired for 400 aurums.
dlga_ranger_master_hire:ranger_master_hire_done.3|Nevermind then.
dlga_ranger_introduce_2:ranger_master_hire_male.2|I currently have some Draharan Shadowguard mercenaries in my service. They are hired for 300 aurums.
dlga_ranger_master_hire_male:ranger_master_hire.2|I have {reg1?{reg1}:none} mercenaries  available for hire at the moment. {reg1?Each mercenary costs 300 aurums to hire. How many do you want to hire?:}
dlga_ranger_master_hire:ranger_master_hire_done.4|Nevermind then.
dlga_ranger_introduce_2:ranger_master_hire_male.3|I currently have some Maccavian Volheere Warlord mercenaries in my service. They are hired for 550 aurums.
dlga_ranger_master_hire_male:ranger_master_hire.3|I have {reg1?{reg1}:none} mercenaries  available for hire at the moment. {reg1?Each mercenary costs 600 aurums to hire. How many do you want to hire?:}
dlga_ranger_master_hire:ranger_master_hire_done.5|Nevermind then.
dlga_ranger_introduce_2:ranger_master_hire_male.4|I currently have some famous Elintoran Crimson Rangers in my service. They are hired for just 350 aurums.
dlga_ranger_master_hire_male:ranger_master_hire.4|I have {reg1?{reg1}:none} mercenaries  available for hire at the moment. {reg1?Each mercenary costs 350 aurums to hire. How many do you want to hire?:}
dlga_ranger_master_hire:ranger_master_hire_done.6|Nevermind then.
dlga_ranger_introduce_2:ranger_master_hire_male.5|I currently have some Hakkon cataphract mercenaries in my service. They are hired for 325 aurums.
dlga_ranger_master_hire_male:ranger_master_hire.5|I have {reg1?{reg1}:none} mercenaries  available for hire at the moment. {reg1?Each mercenary costs 325 aurums to hire. How many do you want to hire?:}
dlga_ranger_master_hire:ranger_master_hire_done.7|Nevermind then.
dlga_ranger_introduce_2:ranger_master_hire_male.6|I currently have some Falcon mercenaries in my service. They are hired for 300 aurums.
dlga_ranger_master_hire_male:ranger_master_hire.6|I have {reg1?{reg1}:none} mercenaries  available for hire at the moment. {reg1?Each mercenary costs 300 aurums to hire. How many do you want to hire?:}
dlga_ranger_master_hire:ranger_master_hire_done.8|Nevermind then.
dlga_ranger_introduce_2:ranger_master_hire_male.7|I currently have some Valahir Varangian mercenaries in my service. They are hired for 200 aurums.
dlga_ranger_master_hire_male:ranger_master_hire.7|I have {reg1?{reg1}:none} mercenaries  available for hire at the moment. {reg1?Each mercenary costs 200 aurums to hire. How many do you want to hire?:}
dlga_ranger_master_hire:ranger_master_hire_done.9|Nevermind then.
dlga_ranger_introduce_2:ranger_master_hire_male.8|I currently have some Kaikoth Escort mercenaries in my service. They are hired for 200 aurums.
dlga_ranger_master_hire_male:ranger_master_hire.8|I have {reg1?{reg1}:none} mercenaries  available for hire at the moment. {reg1?Each mercenary costs 200 aurums to hire. How many do you want to hire?:}
dlga_ranger_master_hire:ranger_master_hire_done.10|Nevermind then.
dlga_start:merc_recruiter_talk_later|Hi!
dlga_merc_recruiter_talk_later:close_window|Hello, {reg33?madame:sir}. I have now urgent cases. Talk later.
dlga_start:mercenary_tavern_talk|Do you have a need for mercenaries, {reg33?madam:sir}? {reg3?Me and {reg4?{reg3} of my mates:one of my mates} are:I am} looking for a master. We'll join you for {reg5} aurums.
dlga_start:mercenary_after_recruited|Any orders, {reg33?madam:sir}?
dlga_mercenary_after_recruited:mercenary_after_recruited_2|Make your preparations. We'll be moving at dawn.
dlga_mercenary_after_recruited:mercenary_after_recruited_2.1|Take your time. We'll be staying in this town for a while.
dlga_mercenary_after_recruited_2:close_window|Yes {reg33?madam:sir}. We'll be ready when you tell us to leave.
dlga_mercenary_tavern_talk:mercenary_tavern_talk_hire|All right. I will hire all of you. Here is {reg5} aurums.
dlga_mercenary_tavern_talk:mercenary_tavern_talk_hire.1|All right. But I can only hire {reg6} of you. Here is {reg5} aurums.
dlga_mercenary_tavern_talk_hire:close_window|{s17}
