
|"undefined"
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more|" 그대가 {s4}와(과) 관계가 좋다는 것은 알고 있소 -- 그러나 이것은 그에게 큰 타격을 입힐 수 있다는 것을 의미하지!"
str_killed_bandit_at_alley_fight|"The merchant takes you to his house. Once inside, he stands by the door for a while checking the street, and then, finally convinced you have not been followed, comes near you to speak..."
str_wounded_by_bandit_at_alley_fight|"You are struck down. However, before you lose consciousness, you hear shouts and a rush of footfalls... You awake to find yourself indoors, weak but alive."
str_cannot_leave_now|"지금은 떠날 수 없습니다."
str_press_tab_to_exit_from_town|"지금 Tab을 눌러 나가십시오. Tab 키를 눌러 게임상의 모든 위치에서 빠르게 종료할 수 있습니다."
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant|"{s9} 근처의 도적 소굴을 찾아서 {s10}상인의 형제를 해방시켜라."
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have|"{reg33?My lady:Sir} -- if you want to justify the trust which I have placed in you, then make a bit of haste. Go find some volunteers. I'm not sure how much time we have."
str_you_need_more_men_sir_my_lady|"Look -- you need more men. Right now, you have only {reg0} in your party. If you attack them with too few men, you may find their hideout by getting yourself dragged up to it in fetters, and that's not the plan. Do not take that risk. Go out and visit some more villages to find more volunteers, and then you can start paying them back in their own coin."
str_good_you_have_enough_men|"Good, good. You did well. You have enough men. Now, go and knock some of those robbers over the head, and make them tell you how to find their hideout."
str_do_not_waste_time_go_and_learn_where_my_brother_is|"Look, {reg33?my lady:sir}. Time is at a bit of premium, here. Now, if you could go find out where they are hiding my brother, that would be appreciated."
str_start_up_quest_message_1|"{s9}은(는) 당신이 인근 마을에서 다섯 명 이상의 부하를 모으기를 바랍니다. 이 사람들을 모으고 나서 그를 찾아 이야기하십시오. 그는 {s1}의 선술집에 있습니다."
str_start_up_quest_message_2|"{s9} 근처에 숨어있는 강도단을 찾아서 물리치십시오. 그리고 고용주의 형제가 잡혀간 곳을 알아보십시오."
str_start_up_quest_message_3|"{s9} 근처에 있는 강도단의 은신처에서 상인의 형제를 구하십시오."
str_start_up_first_quest|"당신은 첫 번째 임무를 받았습니다. 게임에서 언제든지 'Q'를 눌러 임무 기록을 볼 수 있습니다."
str_reason_1|"우리의 현재 목표는 더 큰 가치가 있기 때문이지."
str_reason_2|"{s8}에 대한 공격은 우리 왕국에 더 큰 위험을 초래하겠지."
str_reason_3|"우리는 {s8}이(가) 더 즉각적인 위협에 직면 해 있다고 믿네."
str_reason_4|"이 지역에 있는 적군의 규모 때문일지도 모르겠군."
str_reason_5|"잘 모르겠군."
str_reason_6|"우리는 그곳이 얼마나 강력하게 방어되는지 모르거든."
str_reason_7|"우리는 그것이 강력히 방어되고 있다고 믿고 있네."
str_reason_8|"우리는 그곳의 방어가 적절하다고 생각하네."
str_reason_9|"우리는 그곳의 방어가 약하다고 생각하네."
str_has_decided_that_an_attack_on_|"공격하기로 결정했다."
str_this_would_be_better_worth_the_effort|"그곳의 가치와 거리, 수비병력을 참고하면 노력해볼 가치는 있을 것 같군."
str_has_decided_to_defend_|"방어하기로 결정했다."
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4|"공격을 하기 전에 우리의 취약한 땅을 보호해야 하네. 그래서 우리 사령관이 {s4}을(를) 방어하고자 하는 것이지."
str_are_you_all_right|"이제... 저의 제안을 들어 주십시오."
str_you_are_awake|"Ah -- you're awake. It's good to see that you can still walk. You're lucky that we came along. I had been speaking with the watch, when we heard the sounds of a fight and ran to see what was happening. We didn't arrive in time to prevent you getting knocked down, but we may have saved you from getting your throat cut... Now... Maybe you can help me..."
str_save_town_from_bandits|"도적들로부터 {s9}을(를) 지켜라."
str_you_fought_well_at_town_fight_survived|"Hah! Well done -- I saw at least three of the enemy go down before you. Keep fighting like that, and you'll make quite a name for yourself in this land. "
str_you_fought_normal_at_town_fight_survived|"Well done! I hear you accounted for one or two of the bastards, and you're still on your feet. You can't ask for a better outcome of a battle than that..."
str_you_fought_bad_at_town_fight_survived|"Well, the enemy is in flight, and it looks like you're still on your feet. At the end of the day, that's all that's important in a battle."
str_you_fought_well_at_town_fight|"Ah! You're awake. You took quite a blow, there. But good news! We defeated them -- and you did them some real damage before you went down. If you hadn't been here, it could have gone very baldy. I'm grateful to you..."
str_you_wounded_at_town_fight|"Ah! You're alive. That's a relief. You took quite a blow, there. I'm not sure that you got any of them yourself, but thankfully, the rest of us were able to beat them. We'll need to see about getting you some treatment.... "
str_you_fought_well_at_town_fight_survived_answer|"Let every villain learn to fear the name {playername}!"
str_you_fought_normal_at_town_fight_survived_answer|"Ah, well, I'm proud to have done my bit along with the rest..."
str_you_fought_bad_at_town_fight_survived_answer|"Well, I was about to strike one down, but I slipped in some blood, you see..."
str_you_fought_well_at_town_fight_answer|"Ah well. I guess I don't mind a blow taken in a good cause."
str_you_wounded_at_town_fight_answer|"Right. I suppose I should be more careful."
str_unfortunately_reg0_civilians_wounded_during_fight_more|" Unfortunately, about {reg0} of my lads got themselves wounded. I should go look on on them."
str_unfortunately_reg0_civilians_wounded_during_fight|" Unfortunately, one of my lads took a pretty nasty blow. I should go see how he is doing."
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight|" Also, no one on our side was hurt very seriously. That's good news"
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|"You leave the tavern and go out to the streets. Nervous looking young men are waiting in every street corner. You can see they have daggers and clubs concealed under their clothes, and catch a mixture of fear, anticipation and pride in the quick looks they throw at you as you pass by. Praying that your enemies have not been alarmed by this all too obvious bunch of plotters, you check your weapons for one last time and prepare yourself for the action ahead."
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|"The remaining few bandits scatter off to the town's narrow alleys, only to be hunted down one by one by the angry townsfolk. Making sure that your victory is complete and all the wounded have been taken care of, you and the merchant head to his house to review the day's events."
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|"You fall down with that last blow, unable to move and trying hard not to pass out. Soon the sounds of fighting filling the street gives way to the cheers of the townsmen and you realize with relief that your side won the day. Soon, friendly arms pick you up from the ground and you let yourself drift off to a blissful sleep. Hours later, you wake up in the merchants house."
str_journey_to_reyvadin|"You have come through the Drache highlands, a plateau exposed to the bitter winds from the north. The land here is frozen for most of the year, but the forests are rich with fur-bearing game, and the rivers are teaming with fish. The riches of the land draw the traders, but the traders in turn draw bandits. You saw the occasional dark figure mounted on a shaggy pony, watching the passage of your caravan from a snowy ridge, and were glad when the spires of Murdenholl came into view across the wide valley of the Boluk river. This lands is mysterious as the stories tell of a dragon once seen in the sky, though no one can be sure if this is just a myth"
str_journey_to_praven|"You came by caravan through the heartland of Perisno. Green shoots of wheat, barley and oats are beginning to push through the dark soil of the rolling hills, and on the lower slopes of the snowcapped mountains, herds of cattle and sheep are grazing on the spring grass.  The land here is rich -- but also troubled, as the occasional burnt-out farm bears witness. You keep a wide berth of the forests, where desperate men have taken refuge, and it is some relief when you crest a ridge and catch sight of the great port of Lesbere, its rooftops made golden by the last rays of the setting sun."
str_journey_to_jelkala|"You came by ship, skirting the cliffs where the Elven woodlands meet the sea. Much of the coastline was obscured by tendrils of fog that snaked down the river valleys, but occasionally you caught sight of a castle watchtower rising above the mists -- and on one occasion, a beacon fire burning to warn of an enemy warband. You knew that you were relatively safe at sea, as you were too far south to risk encountering the sea pirates who trouble the coasts of the Maccavian lands, but it was still a relief to reach the Selver estuary, gateway to the port of Forniron, and see a Elven war boat riding at anchor, its pennants fluttering in the evening breeze."
str_journey_to_sargoth|"You took passage with a trading longship, carrying gyrfalcons from the furthest reaches of the north to be bartered for linen and wool. It sailed early in the season, but the master reckoned that the risks of drifting ice and later winter storms could be justified by arriving ahead of the Volheere, who by April would be sailing forth from their island lairs to ravage Perinso's coasts. It was some relief when your ship came in sight of the delta of the Vyl and Boluk rivers, and a short while later, rowed past tidal flats and coastal marshes to the city of Maccan, home to the Volheere' distant kinsmen, the Maccavian lords, who a few generations ago had carved themselves a kingdom in this rich but troubled land."
str_journey_to_tulga|"You came with a caravan, crossing the mountains that border Perisno on the north and east, bringing spices from faraway lands to trade for wool and salt. The passes were still choked with snow, and it was hard going, but at last you crested a ridge and saw before you the great Perisno steppes. On some hillsides the thin grass of spring was already turning yellow, but the lower slopes of the mountains were still a vibrant green. Herds of sheep and tawny steppe ponies drifted across them like clouds, testifying to the wealth of the Drahara khans. From time to time small groups of horsemen would follow your caravan from a distance, perhaps sizing up how well you could defend the wealth you carried, so it was with some relief that you saw the towers of Khul Vara rising up from the plains."
str_journey_to_shariz|"You came with a caravan, crossing the great desert to the east of Perisno. The bedouin guides chose your route carefully, leapfrogging through treacherous dune fields and across empty gravel plains to low-lying oases rich with orchards and date palms. Your great fear was that the caravan might lose its way and perish of thirst. The small bands of raiders who hovered just out of bowshot, waiting to pick off stragglers, were oddly a comfort -- at least water could be no more than a day's ride away. It was a great relief when the mountains came into view, and on the evening of the following day you crested a rocky pass and in the distance could make out the sea, and the towers of Amarna silhouetted against the sunset."
str_lost_tavern_duel_ordinary|"You slump to the floor, stunned by the drunk's last blow. Your attacker's rage immediately seems to slacken. He drops into a chair and sits there watching you, muttering under his breath, almost regretfully. A few of the other patrons manage to coax him to his feet and bundle him out the door. One of the others attends to your wounds, and soon you too are back on your feet, unsteady but alive."
str_lost_tavern_duel_assassin|"You slump to the floor, stunned by your attacker's last blow. Slowly and deliberately, he kneels down by your side, pulling a long knife from under his clothes. But before he can finish you off, the tavernkeeper, who seems to have regained his courage, comes up from behind and gives your attacker a clout behind the head. He loses his balance, and then, seeing that his chance to kill you has been lost, makes a dash for the door. He gets away. Meanwhile, the other tavern patrons bind your wounds and haul you to a back room to rest and recover."
str_lost_startup_hideout_attack|"You recover consciousness a short while later, and see that the kidnappers have celebrated their victory by breaking open a cask of wine, and have forgotten to take a few elementary precautions -- like binding your hands and feet. You manage to slip away. Based on the boisterous sounds coming from the hideout, you suspect that you may yet have some time to gather a few more followers and launch another attack."
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|"당신은 더 이상 독립 왕국을 통치하지 않으므로 더 이상 궁정을 유지할 수 없습니다."
str_rents_from_s0|"{s0}의 세금:"
